Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TSRTC - 9444,Super Luxury (Non AC Seater 2+2 Push Back),00:10,04:25,04h 15m,INR 392,31 Seats available,"2.1
14",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,04:00,08:30,04h 30m,INR 476,26 Seats available,"1.4
17",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7226,Super Luxury (Non AC Seater 2+2 Push Back),05:30,11:00,05h 30m,INR 392,27 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7246,Super Luxury (Non AC Seater 2+2 Push Back),07:20,12:50,05h 30m,INR 392,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7159,Super Luxury (Non AC Seater 2+2 Push Back),08:15,13:45,05h 30m,INR 392,31 Seats available,"2.1
6",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7163,Super Luxury (Non AC Seater 2+2 Push Back),11:00,16:30,05h 30m,INR 392,31 Seats available,"4.3
7",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 8015,RAJDHANI (A.C. Semi Sleeper),12:15,18:05,05h 50m,INR 476,43 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7260,Super Luxury (Non AC Seater 2+2 Push Back),12:30,18:00,05h 30m,INR 392,31 Seats available,"2.7
6",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,18:30,05h 30m,INR 476,35 Seats available,"2.4
14",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7204,Super Luxury (Non AC Seater 2+2 Push Back),14:00,19:30,05h 30m,INR 392,31 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7267,Super Luxury (Non AC Seater 2+2 Push Back),14:30,20:00,05h 30m,INR 392,31 Seats available,"3.2
15",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7198,Super Luxury (Non AC Seater 2+2 Push Back),16:30,22:00,05h 30m,INR 392,31 Seats available,"3.4
20",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7331,Super Luxury (Non AC Seater 2+2 Push Back),17:30,23:15,05h 45m,INR 392,27 Seats available,"3.1
20",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7206,Super Luxury (Non AC Seater 2+2 Push Back),20:20,01:50,05h 30m,INR 392,31 Seats available,"4.6
17",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7235,Super Luxury (Non AC Seater 2+2 Push Back),21:30,03:00,05h 30m,INR 392,31 Seats available,"4.7
14",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),05:00,08:55,03h 55m,INR 800,36 Seats available,"3.1
12",https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),03:40,09:45,06h 05m,INR 1590,36 Seats available,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
NueGo,Electric A/C Seater (2+2),04:20,10:30,06h 10m,505,32 Seats available,"4.2
12",https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),10:55,16:55,06h 00m,522,39 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),10:55,15:05,04h 10m,569,39 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),11:25,15:15,03h 50m,474,40 Seats available,"3.1
5",https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater/Sleeper (2+1),11:55,15:55,04h 00m,474,33 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),12:25,16:15,03h 50m,474,42 Seats available,"3.9
8",https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),12:55,18:45,05h 50m,427,39 Seats available,"4.9
12",https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),14:25,20:25,06h 00m,522,37 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
SVR Tours and Travels,A/C Seater / Sleeper (2+1),16:30,22:30,06h 00m,INR 580,30 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
SVR Tours and Travels,A/C Seater / Sleeper (2+1),16:30,22:30,06h 00m,INR 450,38 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
